,price,rooms,area,floor,floors_total,adress,subway_station,distance to subway
106,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
107,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
108,14500000,1,130.0,9,9,"улица Алексея Толстого, 92",,
109,1550000,2,42.0,1,3,"Центральная улица, 2",,
110,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
111,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
112,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
113,1050000,1,25.0,1,2,"улица Земеца, 9",,
114,1150000,2,42.0,3,4,"Арбатская улица, 3",,
115,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
116,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
117,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
118,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
119,1550000,2,42.0,1,3,"Центральная улица, 2",,
120,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
121,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
122,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
123,1050000,1,25.0,1,2,"улица Земеца, 9",,
124,1150000,2,42.0,3,4,"Арбатская улица, 3",,
125,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
126,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
127,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
128,6150000,3,76.0,17,18,"Силовая улица, 6",,
129,3500000,2,50.0,9,9,"улица Максима Горького, 35",,
130,1550000,2,42.0,1,3,"Центральная улица, 2",,
131,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
132,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
133,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
134,1050000,1,25.0,1,2,"улица Земеца, 9",,
135,1150000,2,42.0,3,4,"Арбатская улица, 3",,
136,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
137,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
138,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
139,1880000,2,56.0,2,4,"проспект Кирова, 61",,
140,1850000,1,32.0,3,5,"улица Победы, 129",,
141,1850000,3,62.0,5,5,"улица Фестивальная, 3",,
142,1850000,2,46.0,1,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
143,1850000,3,64.0,1,3,"пос. Кирзавод-6, переулок Сиреневый",,
144,1890000,1,30.0,5,5,"Черемшанская улица, 238",,
145,1850000,1,31.0,3,5,"проспект Карла Маркса, 322",,
146,1890000,1,33.0,1,5,"улица Елизарова, 36",,
147,1869000,2,48.0,3,5,"улица Батайская, 12",,
148,1853000,1,38.0,8,16,"улица Строителей, 33",,
149,1879250,1,44.0,13,24,"проспект Кирова, 399Б",,
150,1850000,1,33.0,9,9,"улица Стара Загора, 209",,
151,1870000,1,31.0,3,9,"Воронежская улица, 139",,
152,1850000,1,32.0,5,5,"проспект Кирова, 222",,
153,1550000,2,42.0,1,3,"Центральная улица, 2",,
154,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
155,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
156,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
157,1050000,1,25.0,1,2,"улица Земеца, 9",,
158,1150000,2,42.0,3,4,"Арбатская улица, 3",,
159,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
160,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
161,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
162,790000,2,42.0,2,2,"улица Силаева, 11",,
163,1400000,1,30.0,3,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
164,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
165,2220000,1,44.0,3,24,"м. Безымянка, Московское шоссе",Безымянка,25000
166,2750000,2,47.0,6,9,"проспект Кирова, 98",,
167,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
168,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
169,3500000,2,50.0,9,9,"улица Максима Горького, 35",,
170,3560000,2,65.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
171,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
172,1550000,2,42.0,1,3,"Центральная улица, 2",,
173,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
174,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
175,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
176,1050000,1,25.0,1,2,"улица Земеца, 9",,
177,1150000,2,42.0,3,4,"Арбатская улица, 3",,
178,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
179,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
180,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
181,10200000,3,113.0,5,5,"Некрасовская улица, 94",,
182,1550000,2,42.0,1,3,"Центральная улица, 2",,
183,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
184,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
185,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
186,1050000,1,25.0,1,2,"улица Земеца, 9",,
187,1150000,2,42.0,3,4,"Арбатская улица, 3",,
188,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
189,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
190,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
191,4400000,3,84.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
192,6150000,3,76.0,17,18,"Силовая улица, 6",,
193,1550000,2,42.0,1,3,"Центральная улица, 2",,
194,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
195,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
196,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
197,1050000,1,25.0,1,2,"улица Земеца, 9",,
198,1150000,2,42.0,3,4,"Арбатская улица, 3",,
199,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
200,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
201,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
202,1880000,2,56.0,2,4,"проспект Кирова, 61",,
203,1850000,1,32.0,3,5,"улица Победы, 129",,
204,1850000,3,62.0,5,5,"улица Фестивальная, 3",,
205,1850000,2,46.0,1,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
206,1850000,3,64.0,1,3,"пос. Кирзавод-6, переулок Сиреневый",,
207,1890000,1,30.0,5,5,"Черемшанская улица, 238",,
208,1850000,1,31.0,3,5,"проспект Карла Маркса, 322",,
209,1890000,1,33.0,1,5,"улица Елизарова, 36",,
210,1869000,2,48.0,3,5,"улица Батайская, 12",,
211,1853000,1,38.0,8,16,"улица Строителей, 33",,
212,1879250,1,44.0,13,24,"проспект Кирова, 399Б",,
213,1850000,1,33.0,9,9,"улица Стара Загора, 209",,
214,1870000,1,31.0,3,9,"Воронежская улица, 139",,
215,1850000,1,32.0,5,5,"проспект Кирова, 222",,
216,1550000,2,42.0,1,3,"Центральная улица, 2",,
217,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
218,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
219,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
220,1050000,1,25.0,1,2,"улица Земеца, 9",,
221,1150000,2,42.0,3,4,"Арбатская улица, 3",,
222,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
223,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
224,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
225,1550000,2,42.0,1,3,"Центральная улица, 2",,
226,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
227,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
228,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
229,1050000,1,25.0,1,2,"улица Земеца, 9",,
230,1150000,2,42.0,3,4,"Арбатская улица, 3",,
231,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
232,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
233,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
234,1880000,2,56.0,2,4,"проспект Кирова, 61",,
235,1850000,1,32.0,3,5,"улица Победы, 129",,
236,1850000,3,62.0,5,5,"улица Фестивальная, 3",,
237,1850000,2,46.0,1,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
238,1850000,3,64.0,1,3,"пос. Кирзавод-6, переулок Сиреневый",,
239,1890000,1,30.0,5,5,"Черемшанская улица, 238",,
240,1850000,1,31.0,3,5,"проспект Карла Маркса, 322",,
241,1890000,1,33.0,1,5,"улица Елизарова, 36",,
242,1869000,2,48.0,3,5,"улица Батайская, 12",,
243,1853000,1,38.0,8,16,"улица Строителей, 33",,
244,1879250,1,44.0,13,24,"проспект Кирова, 399Б",,
245,1850000,1,33.0,9,9,"улица Стара Загора, 209",,
246,1870000,1,31.0,3,9,"Воронежская улица, 139",,
247,1850000,1,32.0,5,5,"проспект Кирова, 222",,
248,10200000,3,113.0,5,5,"Некрасовская улица, 94",,
249,2750000,2,47.0,6,9,"проспект Кирова, 98",,
250,1550000,2,42.0,1,3,"Центральная улица, 2",,
251,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
252,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
253,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
254,1050000,1,25.0,1,2,"улица Земеца, 9",,
255,1150000,2,42.0,3,4,"Арбатская улица, 3",,
256,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
257,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
258,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
259,1550000,2,42.0,1,3,"Центральная улица, 2",,
260,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
261,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
262,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
263,1050000,1,25.0,1,2,"улица Земеца, 9",,
264,1150000,2,42.0,3,4,"Арбатская улица, 3",,
265,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
266,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
267,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
268,1880000,2,56.0,2,4,"проспект Кирова, 61",,
269,1850000,1,32.0,3,5,"улица Победы, 129",,
270,1850000,3,62.0,5,5,"улица Фестивальная, 3",,
271,1850000,2,46.0,1,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
272,1850000,3,64.0,1,3,"пос. Кирзавод-6, переулок Сиреневый",,
273,1890000,1,30.0,5,5,"Черемшанская улица, 238",,
274,1850000,1,31.0,3,5,"проспект Карла Маркса, 322",,
275,1890000,1,33.0,1,5,"улица Елизарова, 36",,
276,1869000,2,48.0,3,5,"улица Батайская, 12",,
277,1853000,1,38.0,8,16,"улица Строителей, 33",,
278,1879250,1,44.0,13,24,"проспект Кирова, 399Б",,
279,1850000,1,33.0,9,9,"улица Стара Загора, 209",,
280,1870000,1,31.0,3,9,"Воронежская улица, 139",,
281,1850000,1,32.0,5,5,"проспект Кирова, 222",,
282,1550000,2,42.0,1,3,"Центральная улица, 2",,
283,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
284,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
285,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
286,1050000,1,25.0,1,2,"улица Земеца, 9",,
287,1150000,2,42.0,3,4,"Арбатская улица, 3",,
288,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
289,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
290,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
291,10200000,3,113.0,5,5,"Некрасовская улица, 94",,
292,1550000,2,42.0,1,3,"Центральная улица, 2",,
293,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
294,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
295,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
296,1050000,1,25.0,1,2,"улица Земеца, 9",,
297,1150000,2,42.0,3,4,"Арбатская улица, 3",,
298,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
299,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
300,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
301,790000,2,42.0,2,2,"улица Силаева, 11",,
302,1400000,1,30.0,3,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
303,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
304,2220000,1,44.0,3,24,"м. Безымянка, Московское шоссе",Безымянка,25000
305,2750000,2,47.0,6,9,"проспект Кирова, 98",,
306,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
307,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
308,3500000,2,50.0,9,9,"улица Максима Горького, 35",,
309,3560000,2,65.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
310,12000000,3,127.0,7,10,"улица Алексея Толстого, 92",,
311,23000000,4,210.0,6,18,"Лесная улица, 31",Алабинская,1000
312,1550000,2,42.0,1,3,"Центральная улица, 2",,
313,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
314,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
315,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
316,1050000,1,25.0,1,2,"улица Земеца, 9",,
317,1150000,2,42.0,3,4,"Арбатская улица, 3",,
318,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
319,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
320,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
321,6150000,3,76.0,17,18,"Силовая улица, 6",,
322,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
323,1550000,2,42.0,1,3,"Центральная улица, 2",,
324,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
325,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
326,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
327,1050000,1,25.0,1,2,"улица Земеца, 9",,
328,1150000,2,42.0,3,4,"Арбатская улица, 3",,
329,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
330,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
331,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
332,1550000,2,42.0,1,3,"Центральная улица, 2",,
333,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
334,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
335,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
336,1050000,1,25.0,1,2,"улица Земеца, 9",,
337,1150000,2,42.0,3,4,"Арбатская улица, 3",,
338,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
339,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
340,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
341,1550000,2,42.0,1,3,"Центральная улица, 2",,
342,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
343,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
344,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
345,1050000,1,25.0,1,2,"улица Земеца, 9",,
346,1150000,2,42.0,3,4,"Арбатская улица, 3",,
347,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
348,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
349,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
350,790000,2,42.0,2,2,"улица Силаева, 11",,
351,1400000,1,30.0,3,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
352,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
353,2220000,1,44.0,3,24,"м. Безымянка, Московское шоссе",Безымянка,25000
354,2750000,2,47.0,6,9,"проспект Кирова, 98",,
355,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
356,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
357,3500000,2,50.0,9,9,"улица Максима Горького, 35",,
358,3560000,2,65.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
359,34000000,4,350.0,5,6,"Ленинградская улица, 8",,
360,1550000,2,42.0,1,3,"Центральная улица, 2",,
361,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
362,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
363,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
364,1050000,1,25.0,1,2,"улица Земеца, 9",,
365,1150000,2,42.0,3,4,"Арбатская улица, 3",,
366,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
367,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
368,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
369,1880000,2,56.0,2,4,"проспект Кирова, 61",,
370,1850000,1,32.0,3,5,"улица Победы, 129",,
371,1850000,3,62.0,5,5,"улица Фестивальная, 3",,
372,1850000,2,46.0,1,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
373,1850000,3,64.0,1,3,"пос. Кирзавод-6, переулок Сиреневый",,
374,1890000,1,30.0,5,5,"Черемшанская улица, 238",,
375,1850000,1,31.0,3,5,"проспект Карла Маркса, 322",,
376,1890000,1,33.0,1,5,"улица Елизарова, 36",,
377,1869000,2,48.0,3,5,"улица Батайская, 12",,
378,1853000,1,38.0,8,16,"улица Строителей, 33",,
379,1879250,1,44.0,13,24,"проспект Кирова, 399Б",,
380,1850000,1,33.0,9,9,"улица Стара Загора, 209",,
381,1870000,1,31.0,3,9,"Воронежская улица, 139",,
382,1850000,1,32.0,5,5,"проспект Кирова, 222",,
383,10200000,3,113.0,5,5,"Некрасовская улица, 94",,
384,1550000,2,42.0,1,3,"Центральная улица, 2",,
385,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
386,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
387,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
388,1050000,1,25.0,1,2,"улица Земеца, 9",,
389,1150000,2,42.0,3,4,"Арбатская улица, 3",,
390,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
391,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
392,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
393,1550000,2,42.0,1,3,"Центральная улица, 2",,
394,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
395,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
396,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
397,1050000,1,25.0,1,2,"улица Земеца, 9",,
398,1150000,2,42.0,3,4,"Арбатская улица, 3",,
399,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
400,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
401,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
402,1550000,2,42.0,1,3,"Центральная улица, 2",,
403,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
404,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
405,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
406,1050000,1,25.0,1,2,"улица Земеца, 9",,
407,1150000,2,42.0,3,4,"Арбатская улица, 3",,
408,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
409,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
410,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
411,3560000,2,65.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
412,1550000,2,42.0,1,3,"Центральная улица, 2",,
413,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
414,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
415,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
416,1050000,1,25.0,1,2,"улица Земеца, 9",,
